longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-115.3453,33.8895,4,11880,3944,6257,1980,9.8559,127733.71
-123.604,38.6575,7,5517,1565,5635,1839,1.8417,15100.5
-115.9944,36.0618,19,7525,1763,3145,1505,3.4654,42730.05
-119.5952,36.1696,40,9275,2399,3781,1855,11.0944,179107.53
-118.8589,35.3647,4,3488,842,1433,436,2.9984,96983.11
-116.9422,35.2173,19,552,165,198,69,14.9807,262145.09
-119.9675,35.2648,51,4977,1383,3542,1659,12.0596,295729.4
-123.9606,39.3004,43,1935,505,958,387,8.7387,184520.73
-117.2477,35.1966,31,6470,1261,4141,1294,10.0034,213524.36
-120.2674,33.3525,39,684,146,559,228,14.4669,321636.29
-114.537,35.0053,33,7520,1958,3464,1504,9.212,145390.11
-122.584,36.8844,35,2703,571,2125,901,12.3811,229176.48
-123.1856,33.6362,2,6532,1863,5428,1633,10.7624,167344.88
-123.9541,35.2689,20,3591,745,3337,1197,9.234,221773.17
-118.7672,38.6069,46,1351,330,505,193,12.2388,213005.01
-118.6043,38.9021,38,861,177,369,123,3.2868,28562.98
-120.4087,37.8245,45,1419,362,1053,473,11.5254,245763.52
-119.4399,41.8719,46,14816,5161,6235,1852,1.7336,14999
-115.7331,34.5881,36,13279,2598,4121,1897,7.8396,149821.22
-121.1266,40.6967,8,4312,927,1206,539,11.5699,135181.99
-114.4495,35.1036,52,4123,999,1202,589,7.6498,132646.33
-116.6197,35.7859,46,6390,1526,3253,1065,5.6925,135300.71
-115.719,36.8614,15,1224,377,471,204,6.2184,93255.4
-114.7148,37.281,5,1920,662,721,240,14.6607,182211.93
-123.7991,39.7908,45,9576,3313,5516,1596,14.3345,271103.8
-120.5437,39.7997,4,5514,1807,1869,919,5.5079,14999
-118.2503,36.3284,39,10896,2697,5278,1816,12.9888,279693.16
-122.1593,36.88,2,3177,972,2623,1059,12.3725,277276.94
-116.5052,37.9978,5,4888,920,1607,611,4.1199,17377.78
-124.0426,39.6223,22,13097,4090,4564,1871,13.2844,261125.97
-118.9112,37.4909,13,10608,2217,3583,1326,9.1968,184736.07
-122.4775,37.4765,21,13440,4334,4247,1920,5.9206,113872.44
-114.8567,39.5288,23,2091,451,2198,697,13.4654,222975.38
-114.6729,41.191,34,7260,2267,4270,1815,7.6863,21583.22
-118.7196,34.4803,46,4204,1040,2988,1051,9.7061,229272.72
-124.1794,34.9687,16,4460,1135,2478,892,6.4928,190376.11
-115.3282,35.1134,28,9366,3188,3744,1561,6.197,86982.4
-123.9625,34.6853,30,3655,1211,2092,731,7.4714,202570.13
-123.9753,34.988,33,2004,535,1447,668,11.7557,284361.58
-119.9383,37.6595,46,5504,1191,1767,688,1.4924,25668.35
-120.1927,36.1272,7,4068,1366,2230,678,13.223,285696.93
-122.6795,39.5835,2,8260,1966,5061,1652,4.4094,59516.61
-114.5977,41.1009,12,9408,2494,3716,1568,7.8451,27157.99
-116.5304,40.4973,15,6438,1256,2575,1073,0.8959,14999
-121.4377,40.0614,18,10752,2510,4687,1344,12.7902,182614.84
-120.0931,32.6234,1,5379,1053,6155,1793,9.8312,258977.22
-122.9678,37.2125,10,3507,855,1443,501,13.6529,251894.77
-117.8076,39.379,50,7688,2523,2221,961,12.0687,141759.91
-122.0232,35.9996,51,5523,1878,4579,1841,10.3481,154769.12
-118.4718,34.9738,50,10612,2944,3956,1516,13.8215,316009.89
-120.7285,37.6552,5,2622,830,1392,437,12.9139,229431.41
-121.9349,40.2209,41,3955,894,1868,565,14.4375,174674.92
-116.188,32.8592,45,3640,1156,3086,910,5.2954,116603.91
-117.2234,35.4089,12,6330,1413,3696,1266,6.1144,77975.56
-118.5662,35.3036,6,12552,3275,4774,1569,14.5532,287933.28
-120.9083,37.2496,1,1674,576,868,279,14.9427,260743.8
-115.0044,40.6735,42,3860,872,2597,965,10.1028,88205.02
-118.4758,34.7442,44,1740,523,819,290,12.438,312272.09
-120.1075,41.0979,33,7746,2340,3912,1291,10.411,147632.1
-124.2219,37.7737,7,2448,736,742,306,10.0136,200680.4
-119.8473,41.4987,48,6248,1168,3757,1562,14.9866,262635.25
-118.7333,33.3856,19,3240,971,1197,405,13.3984,279756.53
-121.888,39.2553,50,2492,534,825,356,2.9502,14999
-120.7436,36.3547,32,8575,1725,2832,1225,13.8154,271567.39
-120.1879,35.6049,18,8130,2777,3670,1355,12.5051,231587.29
-115.4793,39.3994,5,12327,4032,6058,1761,14.4169,221939.75
-117.5716,37.4496,39,1854,627,2103,618,7.5708,102551.23
-120.1681,33.2558,26,2885,706,1716,577,14.5336,325262.19
-114.3164,40.5974,16,1211,312,553,173,3.0007,14999
-119.4357,41.57,50,9961,3346,4677,1423,11.5982,94300.52
-114.6105,34.2783,32,12216,3201,3723,1527,10.283,224897.12
-124.3025,36.951,36,5601,1610,4687,1867,3.0024,77905.73
-114.9985,34.0157,49,11040,3434,4474,1380,8.4837,179281.37
-119.5,41.6827,4,7848,2300,3424,1308,0.7832,14999
-118.9169,35.9331,47,7108,1943,4127,1777,8.7808,210722.83
-120.2349,36.3276,43,4536,1568,3575,1134,0.5169,14999
-124.2107,38.9658,48,3051,980,3177,1017,12.7203,262795.13
-121.8805,37.435,4,9040,2414,3502,1130,13.8262,259273.03
-117.2713,36.63,52,13811,3013,4054,1973,12.108,235833.4
-118.6208,40.9083,33,2650,704,1532,530,10.2496,77694.34
-117.4067,37.167,20,6942,2270,3934,1157,3.052,14999
-119.5833,35.235,18,8565,2116,4560,1713,6.6925,142618.98
-120.3825,38.9104,6,11431,3048,4496,1633,6.9779,57739.19
-118.553,32.5729,52,528,122,415,132,11.4445,262594.88
-123.7375,36.6565,12,6041,2105,2018,863,3.6422,101657.31
-114.7916,34.946,11,9735,3328,4544,1947,0.6466,14999
-115.2084,39.6816,30,7965,2483,3279,1593,6.0259,14999
-120.908,38.6311,18,6012,1843,2557,1002,2.3146,36582.26
-117.2408,34.423,49,9422,2646,2741,1346,10.9418,194926.74
-122.2422,39.3465,50,6195,2095,2027,885,7.6422,176127.44
-122.0353,41.8833,9,2492,848,1084,356,2.8104,14999
-119.6779,40.9639,15,8544,1794,2675,1068,8.9061,82596.68
-123.3258,34.7333,15,9114,2918,4708,1519,10.8585,291752.92
-118.486,33.8816,14,1692,363,1505,564,4.3729,112444.4
-122.4315,40.8856,13,4344,1248,4063,1448,12.2551,189748.82
-120.3478,39.7485,6,1555,450,1037,311,9.5761,150696.58
-124.2231,36.9132,29,1792,482,784,256,9.5813,213000.36
-123.2087,41.4746,37,8394,2281,4673,1399,9.9619,101564.95
-120.4729,36.0173,46,3900,902,2533,780,2.5892,34388.64
-118.9346,34.6333,40,5676,1441,2902,1419,3.4908,120612.1
-122.8895,40.293,13,9632,2435,3844,1376,9.4427,133790.91
-119.0672,37.7728,41,11858,2211,4920,1694,9.3973,236718.44
-118.2538,41.138,44,9982,3260,4301,1426,1.6644,14999
-123.4002,37.3373,49,9928,2496,3125,1241,5.7607,148761.16
-123.5398,38.9854,2,1555,282,825,311,13.2158,231742.98
-117.9455,39.7614,26,8238,1795,3359,1373,6.5545,20810.98
-123.4101,35.3427,37,9848,2663,2917,1231,8.613,187783.76
-115.4086,32.5491,34,2940,684,2414,735,6.0264,170794.33
-122.8169,35.6006,37,9630,2129,4839,1605,4.7769,50048.36
-122.0624,38.221,40,5173,1185,1700,739,8.6618,123795.91
-121.1333,39.542,27,4746,1482,2356,791,3.3766,14999
-122.1693,33.0441,48,5385,983,3984,1795,12.1966,322389.04
-119.6539,34.4599,43,3280,971,2836,820,5.5884,98354.04
-122.2929,39.1691,12,3184,683,1344,398,7.0543,137787.85
-118.6846,38.1708,5,7376,1818,2946,922,8.9138,127928.87
-118.8409,36.5937,47,4617,1417,3557,1539,12.9534,251291.97
-122.8013,35.4528,49,6762,2236,2841,966,3.3667,80770.93
-120.7048,41.3802,6,6246,1968,3310,1041,9.4372,108135.24
-124.117,34.4016,7,11586,2661,6578,1931,10.7552,239007.68
-118.7354,32.6762,23,9528,3034,4880,1588,6.5678,132197.48
-114.6979,40.401,17,11532,3629,5829,1922,14.5437,127228.18
-115.4929,39.5429,51,15008,3532,5162,1876,8.8027,85735.08
-117.7318,36.2004,23,5790,1586,5141,1930,12.0833,207312.69
-123.4407,37.5147,49,8085,1780,3081,1155,4.0599,127478.68
-121.6992,32.9484,26,5450,1554,3003,1090,6.2285,182736.47
-121.943,37.3533,37,9590,3077,3541,1370,6.2026,113450.15
-118.2431,38.5603,17,7820,1803,6475,1955,5.6957,16266.02
-122.5749,33.5948,7,7270,1789,4701,1454,7.8139,195299.64
-123.7125,37.4437,3,2395,784,1259,479,4.7157,31501.9
-118.4524,33.0914,31,4370,1114,2350,874,11.1525,284538.56
-118.4983,38.7231,6,2766,585,2004,922,5.4014,66175.19
-118.5815,38.9443,45,3455,945,1805,691,7.7893,106695.01
-115.051,33.1999,37,15192,2849,6042,1899,4.8891,88783.73
-122.1928,36.0481,35,7208,2173,2344,901,1.956,96938.81
-122.1068,35.4928,48,150,31,125,50,12.8915,305004.33
-123.2865,40.7829,2,760,247,611,190,12.9142,233810.83
-123.3994,37.64,24,3582,879,4025,1194,12.2221,211500.51
-116.6119,33.631,26,10640,2591,4409,1330,5.3726,91237.4
-118.5711,38.862,48,11970,2607,5802,1710,6.4709,52300.48
-116.3687,37.174,31,455,82,160,65,14.2448,253177.97
-118.3516,34.4597,11,11116,3715,5448,1588,12.7884,262772.69
-115.1292,39.1458,39,2745,565,2641,915,3.5093,14999
-122.9394,39.7142,18,6150,1277,2708,1230,8.6568,184114.48
-121.6875,38.8045,14,8224,1582,3488,1028,7.6924,99907.36
-119.1076,35.8218,10,9102,2032,3049,1517,6.2917,173401.58
-114.8395,34.2462,27,13320,2694,3411,1665,3.8285,89017.87
-123.7522,36.1942,24,5943,1503,5419,1981,1.8529,91526.49
-123.8674,38.5927,35,651,191,476,217,10.1885,223662.7
-117.8735,34.7045,44,9156,3089,2999,1308,3.1406,35090.5
-119.25,37.201,47,7696,1463,6122,1924,3.7068,107428.37
-116.4112,40.2185,22,7668,2103,3873,1278,10.6662,173474.7
-115.858,40.8347,46,6736,1335,2647,842,12.9726,161562.94
-123.864,35.252,2,3016,588,1667,754,1.2098,59767.12
-119.1406,36.3506,18,4917,1671,5465,1639,11.6459,246538.7
-121.8081,39.5707,52,2649,871,2695,883,10.531,169593.52
-123.9671,39.8273,16,3654,1008,1458,609,8.7076,142517.54
-120.8119,40.2583,1,10072,3202,3915,1259,12.5152,186205.53
-116.0399,39.0546,30,2935,727,1697,587,3.6964,14999
-118.1429,37.6815,23,9760,1824,2911,1220,9.3216,139979.3
-117.6718,38.7311,19,6600,1697,4341,1320,9.9329,159864.95
-115.2367,34.2257,13,11448,3099,3836,1431,11.4149,160627.14
-116.2535,34.3773,7,4250,1122,2368,850,9.6352,138901.48
-123.1104,41.8486,44,9048,2997,3740,1508,13.6462,252784.48
-117.4587,33.7584,52,5778,1123,3021,963,6.1107,186750.05
-116.632,37.6227,28,264,61,183,66,4.416,94215.84
-118.3813,38.4808,51,8592,2252,2962,1432,6.2396,64000.36
-120.5501,40.4368,48,8440,1942,2360,1055,13.5043,233285.44
-123.0233,33.3562,10,2840,643,2443,710,5.4329,131845.19
-120.9206,39.5295,3,357,83,166,51,12.6464,184053.14
-123.7223,34.2315,24,5367,1275,3981,1789,9.5761,273658.97
-115.2317,40.9817,22,1371,290,995,457,4.4468,14999
-118.1993,40.3439,15,5120,1051,1423,640,11.0212,131666.78
-117.2105,32.6024,6,7432,2501,5328,1858,13.788,309885.97
-123.2556,40.2034,45,4086,930,2787,1362,13.5985,229675.39
-115.0506,37.1083,15,4744,1585,1949,593,10.3733,104263.63
-119.5136,39.711,10,7305,1370,3247,1461,13.9556,164535.23
-120.0621,37.5358,15,956,252,815,239,13.0497,261396.13
-119.3074,38.6861,3,13568,3749,3775,1696,5.0056,20726.29
-114.5768,35.7752,30,7791,2402,2952,1113,3.6471,16328.96
-119.8153,35.1959,23,7300,1831,5750,1825,4.8574,136088.76
-119.1023,37.5573,13,9498,3040,3520,1583,5.0068,61882.76
-121.1178,35.6165,5,11346,3913,5709,1891,11.4798,217073.6
-118.7925,35.6558,16,2825,684,1599,565,8.1454,118596.95
-124.2786,35.0054,26,6108,1493,2614,1018,1.1418,68689.03
-123.0598,37.6777,32,3310,993,2146,662,6.9778,138198.63
-118.0673,35.4891,5,5800,1750,3748,1450,5.7187,79511.1
-122.4466,36.035,49,6008,1486,3218,1502,9.9952,204523.86
-115.3293,33.3135,51,2356,425,1901,589,0.7208,31875.42
-120.4576,35.15,19,3112,872,2568,778,6.0383,116487.79
-121.2186,41.3061,14,1337,421,625,191,1.9019,14999
-123.1203,40.5507,15,2060,681,1636,515,14.0261,247034.22
-118.1727,32.8081,2,4758,1460,5055,1586,4.8869,145430.67
-121.3933,38.1837,32,6368,1916,2429,796,12.299,217683.42
-116.984,37.4661,6,10590,2827,3672,1765,10.803,117719.65
-115.0089,40.8457,8,5600,1570,2198,800,4.1993,14999
-122.1453,33.7404,19,3732,1276,2881,1244,2.2041,113040.6
-122.6695,34.6959,39,3540,972,2403,708,6.8651,178661.97
-123.1687,35.4778,48,12929,2807,4792,1847,7.2182,207328.1
-119.7333,39.344,32,1719,443,1336,573,6.0824,125411.45
-120.8033,32.6578,44,5820,1999,2142,970,12.8947,256798.05
-118.8318,33.9953,12,13296,3851,3640,1662,8.9249,244592.65
-119.2954,40.6816,35,2322,637,925,387,6.8853,39378.73
-120.0663,39.2052,14,5104,1090,2573,1276,4.8408,50145.8
-114.3271,36.5947,11,4218,1404,3657,1406,14.516,185134.02
-124.0241,35.1105,23,1572,331,1246,524,13.7551,325671.52
-116.2038,35.1477,36,711,244,707,237,14.731,307327.57
-116.3347,35.8475,10,2340,468,1935,585,11.3657,146787.13
-119.5926,39.1978,20,9560,2900,2794,1195,5.9558,73050.44
-118.0658,37.5181,6,8766,2660,4191,1461,13.9229,225065.49
-116.2528,39.2187,37,9790,2040,5744,1958,7.7448,25711.23
-116.7728,41.2103,14,9672,2058,4890,1612,5.3786,14999
-119.7194,37.4301,31,5245,1450,2665,1049,8.6055,150668.2
-123.6281,40.3828,20,1392,311,671,232,8.98,149173.67
-118.7738,41.573,42,5820,1224,3701,1164,12.897,225590.57
-122.4224,38.2595,1,8646,2804,3130,1441,13.0554,244684.34
-122.1016,33.5399,20,3378,784,2561,1126,3.3827,119818.4
-114.5929,37.2393,11,4806,1078,4609,1602,0.6851,14999
-114.8044,33.4551,25,8205,2628,5014,1641,0.7689,14999
-115.924,41.769,43,8988,3078,3227,1284,13.6332,168155.31
-124.0813,36.8139,37,4980,1460,2141,830,3.1319,131155.29
-123.9828,38.8973,8,568,175,381,142,6.7691,116828.54
-120.6971,40.0533,37,7248,2513,4039,1208,13.712,241782.82
-118.1207,36.953,43,14232,3442,5999,1779,6.937,134145.0
-119.4415,32.6069,8,7225,1679,4230,1445,12.5863,336471.39
-119.6659,37.2369,41,6820,2074,5583,1705,0.5667,27420.44
-120.9331,37.3239,45,9176,2722,3016,1147,1.4111,17727.26
-115.0339,37.4684,44,7728,1654,3245,1288,5.9883,124531.32
-116.1387,40.3559,19,6992,2386,5897,1748,14.8965,185360.51
-120.2264,35.0952,32,616,150,342,154,6.2364,110617.41
-116.2987,40.7691,39,4280,1305,2377,856,10.0094,105967.88
-120.4621,38.365,38,6730,2323,4195,1346,5.5586,114215.77
-121.9543,40.573,17,9090,2637,5590,1818,2.3808,14999
-124.1139,35.9704,29,4256,1200,2136,1064,11.0121,232669.29
-118.2141,35.5025,15,9548,2138,4523,1364,3.9368,20443.56
-116.2705,35.8278,36,5475,1704,4969,1825,0.6057,14999
-117.0269,36.0393,26,4952,1048,3603,1238,4.0913,77203.77
-118.3176,35.3907,48,3372,1006,2714,1124,11.8216,209297.17
-123.7942,40.0956,18,1140,205,756,228,3.6671,42518.5
-116.2096,39.1884,2,2079,390,2153,693,2.5467,14999
-118.9991,38.4837,28,1884,624,1595,471,7.2755,116894.72
-117.8469,35.0476,51,11364,3714,5906,1894,4.0908,134066.24
-115.2796,34.3897,51,8526,2222,2639,1218,9.1222,120805.98
-116.4931,39.209,49,6140,1959,2584,1228,13.2183,240509.56
-119.9704,37.0845,35,2200,722,685,275,6.1802,116191.47
-114.5434,35.0089,30,7168,2062,2358,1024,3.3465,44121.8
-120.0618,35.0203,14,9355,2395,5581,1871,4.4091,153058.07
-114.8473,37.5095,14,9005,1655,5786,1801,5.4871,40874.98
-122.5084,32.8383,49,3021,916,3314,1007,7.3204,181486.47
-120.0056,36.9669,31,1792,580,683,224,10.3629,207228.8
-122.5194,40.8495,26,5817,1900,5535,1939,2.347,14999
-119.4105,34.9259,39,9590,2575,3351,1370,10.2465,197659.17
-115.2214,34.878,27,13755,3518,4915,1965,10.5546,115002.97
-116.5338,32.6502,38,555,159,579,185,12.7528,241674.8
-116.1306,35.0556,32,738,199,386,123,10.3706,239985.12
-121.324,37.5358,18,4396,1393,2573,1099,8.0044,146575.97
-120.0041,40.6897,43,5064,1495,2090,633,13.2258,168509.64
-118.1233,37.0494,33,1176,213,365,168,7.0495,136985.06
-116.3997,39.9351,52,2296,701,1219,574,7.6405,50874.93
-119.1367,39.5609,33,8735,2980,6098,1747,13.387,168139.2
-115.304,41.9172,38,1473,315,1119,491,9.5714,56286.45
-119.7199,40.891,28,480,153,133,60,9.48,117007.22
-120.7195,34.4853,42,508,143,367,127,9.5255,210832.99
-120.5238,34.6003,39,6936,2321,4399,1734,14.4827,272800.87
-114.5261,32.8162,39,9562,1911,3455,1366,12.1739,316157.02
-115.9005,40.1086,44,3992,1345,2034,998,2.6166,14999
-122.1914,37.7948,21,174,39,133,58,10.1324,183242.77
-119.0117,39.125,49,8808,2982,3214,1468,13.6742,209966.61
-116.5011,32.8461,16,5739,1920,4820,1913,8.195,235231.0
-117.2335,34.5868,34,4710,1453,2141,785,6.9825,157143.35
-114.9006,33.9549,46,5792,1712,1705,724,12.5331,302118.34
-120.5875,33.3365,11,4180,1363,2384,1045,7.9707,240524.28
-115.7964,38.0626,7,5415,1144,2754,1083,9.8746,175455.28
-117.467,39.8234,51,9016,2732,2822,1127,5.4075,51667.58
-119.1964,37.9525,47,10766,2538,3775,1538,11.2552,201426.75
-119.797,33.5122,52,2229,713,2335,743,7.9312,196574.01
-115.4669,40.4943,48,784,217,333,112,4.6775,48099.43
-117.2031,32.9265,22,624,211,272,104,13.9891,284551.51
-117.3444,39.8195,14,4020,1070,1701,804,1.399,14999
-116.7534,33.8019,10,5784,1804,2361,964,11.6308,197047.7
-119.3987,36.0415,12,4035,1329,1756,807,3.644,69883.19
-119.8583,40.5529,48,5004,1311,3383,1251,1.0588,14999
-115.5734,40.9404,39,4424,1422,1803,632,11.1896,121714.28
-119.7131,35.0351,47,5343,1358,3916,1781,10.3273,211245.98
-115.8616,33.6449,22,5565,1210,2665,795,13.9869,305372.41
-116.5537,36.595,17,10624,3341,3404,1328,2.2969,33139.54
-122.8134,33.9282,31,4315,921,1807,863,4.6039,190045.7
-120.6571,33.605,41,2315,457,1555,463,9.7361,268395.69
-114.7078,35.7054,16,8340,2001,4893,1668,5.3751,71925.04
-116.009,41.2314,52,1299,327,1228,433,14.563,199239.64
-114.6103,38.732,45,10872,2723,3770,1812,12.3954,200587.64
-118.1979,39.6787,20,13560,3779,3466,1695,6.5519,52373.45
-123.5522,33.3756,22,8658,2381,4543,1443,1.8556,77396.25
-117.1393,36.8384,15,3036,833,1685,506,11.7873,135728.5
-115.6118,38.828,27,861,239,423,123,8.006,30218.28
-119.2679,35.836,44,300,55,255,100,11.5558,239685.7
-123.2654,40.4559,12,556,138,288,139,9.3608,149945.76
-122.4438,38.9187,16,5996,2037,3972,1499,7.7467,188147.23
-117.6665,40.9099,35,9576,2452,2698,1197,9.9958,128483.44
-114.7913,37.8058,40,3374,777,1652,482,7.022,118566.84
-116.5898,36.6077,16,7905,2606,5069,1581,11.2176,211400.08
-118.8915,35.3534,45,956,219,744,239,6.369,130378.75
-117.0416,36.4266,18,5361,1199,5311,1787,3.3148,54606.1
-117.4804,34.1063,32,7662,1908,3401,1277,11.881,241686.33
-117.3917,37.0038,20,4256,1175,1499,608,8.1339,134473.45
-117.6859,35.419,17,5852,1269,2666,836,9.4408,166817.47
-121.0666,40.1441,26,5488,1122,2004,686,0.6484,14999
-122.8179,36.105,51,3732,1209,4239,1244,12.1755,267416.34
-120.4484,36.4762,52,3339,1145,2429,1113,14.8021,378747.18
-122.5221,33.849,51,6676,1477,5270,1669,9.6371,268598.73
-120.4976,37.157,12,5697,1244,4389,1899,7.5466,118512.37
-118.7477,35.0792,25,11464,2188,3972,1433,7.6331,135444.43
-119.1209,35.615,33,1650,557,1749,550,5.2539,165355.96
-120.4842,40.0688,21,8598,2516,4266,1433,10.1582,149841.66
-116.3065,37.2677,36,4308,815,3631,1436,1.473,14999
-116.973,41.1649,41,9498,2761,3786,1583,4.204,14999
-120.1911,34.6496,30,620,154,295,124,6.7987,146319.81
-122.4135,34.9048,17,1239,235,919,413,14.7199,292240.3
-119.7726,33.4787,24,993,220,703,331,8.8294,208529.51
-118.6106,37.5055,43,15864,2914,4978,1983,5.924,109456.85
-115.5236,37.6904,4,3486,998,4047,1162,13.7304,214131.41
-115.9871,39.2171,33,10962,3648,4779,1827,14.929,234311.41
-118.4159,39.2838,50,2484,534,1752,621,0.5227,14999
-123.9428,41.7778,52,7595,2620,3368,1085,7.6205,125965.88
-118.2945,37.5155,23,7920,2473,3343,990,8.9155,143511.4
-116.6531,35.945,39,460,149,249,92,10.6977,168674.06
-123.3893,33.6039,19,2455,819,1353,491,3.3092,158313.77
-121.2164,40.7017,41,6246,1901,3240,1041,5.8111,67708.89
-124.2412,39.6085,9,1632,446,729,272,5.4177,109839.8
-114.9539,40.2854,8,3768,831,2041,628,1.134,14999
-119.8976,34.8823,6,2502,631,1053,417,12.9105,304288.25
-122.5876,34.4337,6,11412,3932,4773,1902,0.8215,51460.76
-121.0783,35.7241,27,3940,1308,2966,985,6.3751,117056.3
-115.3979,39.5729,10,7848,1831,1973,981,13.3943,137625.26
-115.8965,38.9876,28,7056,1320,3373,1176,5.1285,64063.28
-114.7424,39.8102,12,1760,473,720,220,7.0778,26693.69
-122.5405,34.8071,52,6716,1864,3936,1679,10.5958,243450.9
-122.0273,38.4649,24,4256,970,1747,608,5.1352,132763.58
-121.0283,40.2346,29,6205,1315,4084,1241,10.7408,189885.33
-122.0689,33.9318,12,6880,1548,2687,860,11.8698,245395.05
-116.9283,37.937,10,4578,1061,5011,1526,9.9605,103759.86
-123.6995,39.222,35,3249,1015,2326,1083,9.2985,181678.02
-120.6852,34.8719,27,1860,336,1266,465,11.6976,283675.88
-117.323,34.3609,45,5496,991,5916,1832,13.5458,320245.99
-121.704,36.7824,29,936,271,250,117,7.2051,181648.59
-116.0323,39.5664,29,525,167,439,175,10.651,100971.87
-117.5232,40.115,14,15480,4943,6031,1935,1.8418,14999
-117.9049,40.5089,24,5803,1151,2128,829,6.9445,92258.99
-119.3944,39.4987,45,11445,2525,5142,1635,1.5032,14999
-123.7757,35.8068,24,13139,2552,4819,1877,11.6516,281916.15
-123.6107,38.0812,25,5104,1352,1772,638,10.8441,257310.5
-121.7627,35.3628,25,6136,1852,2258,767,13.9571,339865.61
-114.5197,35.6834,13,9785,2538,5863,1957,12.8611,169620.68
-114.4057,40.6797,1,6150,1516,4063,1230,7.3001,36854.28
-122.8721,41.4023,12,2913,812,3134,971,6.4547,45077.65
-116.7187,41.7448,41,8376,2629,4507,1396,1.4404,14999
-115.6643,39.4987,2,5164,1312,2588,1291,9.9156,84673.42
-118.4307,40.485,1,12026,2302,4640,1718,1.2103,14999
-117.4194,38.8143,34,495,167,317,99,10.1712,158867.48
-119.0902,36.9151,32,10758,3371,3813,1793,10.2299,140363.33
-119.2645,40.8297,7,1855,439,787,265,11.7072,155679.72
-118.327,36.3156,28,642,164,316,107,14.4454,240856.5
-118.6982,33.5946,38,6896,1416,4363,1724,12.3313,312556.37
-115.8732,41.6765,24,3484,1133,2694,871,8.7495,52431.07
-121.5156,37.5334,43,5192,1244,2690,1298,5.6754,76936.39
-120.0889,39.5693,52,10703,2683,4142,1529,5.765,86003.0
-123.2154,39.3805,17,6558,2232,2648,1093,7.0413,121258.95
-121.9529,40.6638,40,13657,4006,6667,1951,9.9918,138474.07
-120.6066,38.2275,38,3033,637,2241,1011,1.0234,31786.68
-123.5443,34.4234,45,4140,1044,2373,828,2.6562,118996.27
-123.456,36.4944,38,4912,1060,2896,1228,1.0448,32531.83
-118.0538,34.8484,36,7203,1561,2553,1029,6.2031,165843.35
-117.0841,37.0327,15,2660,860,1205,532,10.4984,204350.77
-123.8152,38.1693,18,11466,3927,3899,1638,7.8106,178171.56
-120.3016,40.5808,38,2265,694,989,453,3.846,40761.81
-114.5755,40.0741,9,4940,958,3664,1235,7.9049,14999
-116.3861,37.8817,18,11632,3697,3866,1454,12.6292,250292.75
-117.8825,33.0621,21,8296,2424,3201,1037,11.8241,229406.43
-122.3034,41.1467,43,2664,616,1650,666,5.5713,47424.73
-119.3008,39.0862,5,7310,1930,2993,1462,9.0204,143933.05
-123.8464,35.0965,3,6204,1518,4734,1551,5.9108,130469.56
-117.8877,41.8729,12,12992,2905,4267,1856,1.9561,14999
-116.4084,41.7287,52,7812,1825,2259,1116,8.8031,59326.32
-121.6163,39.8234,38,6835,1539,2951,1367,11.8948,221563.93
-115.7346,39.8753,38,5100,1457,2573,1020,12.7017,177198.99
-122.8415,41.2049,1,1876,592,738,268,13.2207,164628.47
-114.9318,38.5765,14,2944,823,940,368,14.5814,178170.42
-121.1276,37.5148,51,8632,1667,2302,1079,10.8913,234485.02
-119.7511,36.2628,42,1434,327,812,239,10.4632,214869.23
-120.4911,35.3808,22,9550,2179,6653,1910,0.5471,27901.69
-122.0356,39.2121,51,5929,1782,1909,847,10.1224,195896.34
-118.6311,32.5773,6,9522,2112,3876,1587,4.5048,111518.73
-114.7951,38.4139,22,8780,2285,3642,1756,10.0989,128331.44
-120.1621,40.0314,16,13629,3670,6771,1947,1.2463,14999
-123.2621,34.3268,9,1010,290,627,202,11.2331,241984.55
-124.3454,34.144,19,4038,1061,3498,1346,6.0531,218793.58
-119.9713,38.7925,6,9056,3099,2834,1132,2.2668,14999
-122.1579,34.3943,26,6288,1990,1737,786,5.4379,199206.73
-123.6739,41.0541,45,8020,2196,4264,1604,9.3831,130041.6
-117.6535,39.3813,36,2793,531,995,399,11.197,152189.49
-123.4901,38.0439,8,10936,2159,3314,1367,8.7712,180413.91
-115.2087,35.0838,8,1932,441,2013,644,3.6378,14999
-117.2891,41.021,38,3066,614,1437,438,6.4767,35171.09
-122.8055,41.0632,11,13840,2563,4628,1730,13.4054,230152.9
-119.2689,35.3887,20,6594,2285,2609,942,8.0483,194343.91
-120.3014,38.4141,35,1608,437,541,201,14.1227,233847.63
-120.4787,40.8859,21,13958,4770,6719,1994,5.0265,14999
-121.608,38.5555,8,9555,2030,4250,1911,2.1483,14999
-123.3623,33.12,21,7428,1611,4714,1857,12.5179,264642.87
-118.9925,34.1475,16,2572,700,2186,643,14.6063,303440.33
-117.0557,39.4542,17,3432,1167,2329,858,1.6843,14999
-121.9133,39.8832,1,1675,371,1089,335,11.4848,172814.38
-120.0939,40.0665,29,6120,1132,3222,1020,9.4767,152101.87
-117.0033,38.6736,41,15696,4588,6135,1962,7.6557,78003.57
-117.2384,41.1027,20,1092,326,521,156,7.7385,14999
-115.6829,33.2461,29,6905,1452,3367,1381,10.4782,273084.65
-117.3325,40.844,24,5397,988,5414,1799,12.1565,154402.62
